,Name,RA,Dec,MajAx,MinAx,PosAng,M,NGC,IC,Common names
1583,IC1502,23:36:20.52,+75:38:53.3,1.01,0.58,51.0,,,,
1584,IC1503,23:38:27.11,+04:48:05.1,0.9,0.43,71.0,,,,
1585,IC1504,23:41:19.49,+04:01:02.9,1.64,0.49,92.0,,,,
1586,IC1505,23:41:37.11,-03:33:54.3,0.6,0.6,150.0,,,,
1587,IC1506,23:44:48.41,+04:44:08.4,0.91,0.56,135.0,,,,
1588,IC1507,23:45:33.17,+01:41:19.5,1.29,0.47,130.0,,,,
1589,IC1508,23:45:55.07,+12:03:42.3,0.76,0.37,169.0,,,,
1590,IC1509,23:47:16.68,-15:18:23.1,1.29,0.22,11.0,,,,
1591,IC1510,23:50:32.80,+02:04:24.0,1.0,,,,,,
1592,IC1510 NED01,23:50:32.50,+02:04:29.0,0.51,0.35,139.0,,,,
1593,IC1510 NED02,23:50:33.04,+02:04:20.5,0.68,0.49,16.0,,,,
1594,IC1511,23:51:00.45,+27:03:39.1,,,,,,,
1595,IC1512,23:51:01.43,+27:01:37.7,,,,,,,
1596,IC1513,23:53:29.38,+11:19:03.4,1.1,0.4,106.0,,,,
1597,IC1514,23:54:16.56,-13:35:11.2,,,,,7776,,
1598,IC1515,23:56:03.91,-00:59:18.7,1.31,1.08,4.0,,,,
1599,IC1516,23:56:07.09,-00:54:59.5,1.19,1.0,3.0,,,,
1600,IC1517,23:56:18.81,-00:18:20.2,1.01,0.75,172.0,,,,
1601,IC1518,23:57:06.12,+12:27:53.9,0.5,0.37,88.0,,,,
1602,IC1519,23:57:08.37,+12:27:27.2,0.63,0.5,140.0,,,,
1603,IC1520,23:57:54.46,-14:02:21.6,0.55,0.55,20.0,,,,
1604,IC1521,23:58:59.66,-07:08:48.4,0.92,0.55,108.0,,,,
1605,IC1522,23:59:03.45,+01:43:11.6,0.76,0.29,13.0,,,,
1606,IC1523,23:59:06.60,+06:52:23.0,0.36,0.26,15.0,,,5368,
1607,IC1524,23:59:10.72,-04:07:37.2,,,,,,1490,
1608,IC1525,23:59:15.75,+46:53:22.8,1.79,1.24,26.0,,,,
1609,IC1526,00:01:31.52,+11:20:45.2,0.74,0.51,136.0,,,,
1610,IC1527,00:02:21.60,+04:05:23.1,0.91,0.65,132.0,,,,
1611,IC1528,00:05:05.37,-07:05:36.3,2.15,0.85,73.0,,,,
1612,IC1529,00:05:13.17,-11:30:10.1,1.15,0.94,22.0,,,,
1613,IC1530,00:07:19.53,+32:36:33.3,,,,,7831,,
1614,IC1531,00:09:35.58,-32:16:37.2,1.89,1.31,124.0,,,,
1615,IC1532,00:09:52.80,-64:22:19.5,1.83,0.54,73.0,,,,
1616,IC1533,00:10:36.41,-07:24:54.5,,,,,,,
1617,IC1534,00:13:45.44,+48:09:04.9,1.02,0.44,70.0,,,,
1618,IC1535,00:13:57.34,+48:09:28.7,0.99,0.29,170.0,,,,
1619,IC1536,00:14:19.01,+48:08:35.8,0.81,0.53,172.0,,,,
1620,IC1537,00:15:51.27,-39:15:43.5,1.32,0.59,80.0,,,,
1621,IC1538,00:18:01.56,+30:01:45.4,,,,,,,
1622,IC1539,00:18:22.54,+30:04:46.5,,,,,0070,,
1623,IC1540,00:19:48.75,+23:46:21.4,0.97,0.41,28.0,,,,
1624,IC1541,00:20:01.96,+21:59:59.1,0.72,0.28,36.0,,,,
1625,IC1542,00:20:41.19,+22:35:32.8,0.53,0.43,70.0,,,,
1626,IC1543,00:20:55.45,+21:51:57.7,0.8,0.68,36.0,,,,
1627,IC1544,00:21:17.50,+23:05:27.1,1.1,0.77,143.0,,,,
1628,IC1545,00:21:20.91,+21:59:00.4,0.45,0.36,14.0,,,,
1629,IC1546,00:21:29.03,+22:30:21.1,,,,,0085B,,
1630,IC1547,00:21:35.69,+22:30:23.2,,,,,,,
1631,IC1548,00:21:55.16,+22:00:22.7,0.68,0.42,78.0,,,,
1632,IC1549,00:22:49.83,+06:57:51.4,1.45,1.45,150.0,,,,
1633,IC1550,00:24:27.65,+38:11:08.3,0.91,0.91,150.0,,,,
1634,IC1551,00:27:35.49,+08:52:39.0,2.42,0.68,3.0,,,,
1635,IC1552,00:29:43.71,+21:28:36.6,0.94,0.27,126.0,,,,
1636,IC1553,00:32:40.12,-25:36:27.1,1.36,0.34,15.0,,,,
1637,IC1554,00:33:07.35,-32:15:30.1,1.38,0.8,27.0,,,,
1638,IC1555,00:34:32.64,-30:01:04.3,1.31,0.74,129.0,,,,
1639,IC1556,00:35:02.91,-09:22:06.3,0.84,0.34,40.0,,,,
1640,IC1557,00:35:34.52,-02:52:35.1,0.69,0.24,116.0,,,,
1641,IC1558,00:35:47.07,-25:22:27.9,2.8,1.52,143.0,,,,
1642,IC1559,00:36:52.33,+23:59:05.9,,,,,0169A,,
1643,IC1560,00:37:39.23,+02:40:17.6,,,,,,,
1644,IC1561,00:38:32.49,-24:20:23.8,1.41,0.51,103.0,,,,
1645,IC1562,00:38:33.96,-24:16:26.6,1.5,1.41,49.0,,,,
1646,IC1563,00:39:00.24,-09:00:52.5,,,,,0191A,,
1647,IC1564,00:39:05.13,+06:01:15.8,1.01,0.5,84.0,,,,
1648,IC1565,00:39:26.27,+06:44:03.3,1.8,1.76,20.0,,,1567,
1649,IC1566,00:39:33.36,+06:48:54.5,0.91,0.74,125.0,,,,
1650,IC1567,00:39:26.27,+06:44:03.3,,,,,,1565,
1651,IC1568,00:39:55.96,+06:50:54.9,1.15,0.87,76.0,,,,
1652,IC1569,00:40:28.02,+06:43:10.9,0.72,0.6,12.0,,,,
1653,IC1570,00:40:34.10,+06:45:09.6,0.58,0.27,4.0,,,,
1654,IC1571,00:40:37.85,-00:19:50.4,1.05,0.84,14.0,,,,
1655,IC1572,00:41:12.10,+16:14:15.0,,,,,,,
1656,IC1573,00:42:10.46,-23:35:29.7,1.29,0.17,68.0,,,,
1657,IC1574,00:43:03.82,-22:14:48.8,1.83,0.7,176.0,,,,
1658,IC1575,00:43:33.36,-04:07:04.2,0.87,0.77,140.0,,,,
1659,IC1576,00:44:14.15,-25:06:33.4,0.76,0.46,143.0,,,,
1660,IC1577,00:43:34.47,-08:11:11.4,,,,,,0048,
1661,IC1578,00:44:25.93,-25:04:36.6,0.84,0.37,18.0,,,,
1662,IC1579,00:45:32.45,-26:33:55.6,1.02,0.53,6.0,,,,
1663,IC1580,00:46:21.33,+29:56:11.8,,,,,,,
1664,IC1581,00:45:46.32,-25:55:12.6,1.0,0.2,48.0,,,,
1665,IC1582,00:46:16.82,-24:16:45.6,1.21,0.3,47.0,,,,
1666,IC1583,00:47:10.30,+23:04:25.8,0.6,0.46,28.0,,,,
1667,IC1584,00:47:18.58,+27:49:39.6,1.38,1.2,95.0,,,,
1668,IC1585,00:47:14.30,+23:03:12.8,0.75,0.55,110.0,,,,
1669,IC1586,00:47:56.32,+22:22:22.4,0.28,0.23,20.0,,,,
1670,IC1587,00:48:43.30,-23:33:42.0,1.16,0.44,30.0,,,,
1671,IC1588,00:50:57.71,-23:33:28.6,0.69,0.35,153.0,,,,
1672,IC1589,00:51:59.36,-34:25:19.4,,,,,,,
1673,IC1590,00:52:50.20,+56:38:34.9,6.3,,,,,,
1674,IC1591,00:52:06.57,-22:40:48.5,,,,,0276,,
1675,IC1592,00:53:27.04,+05:46:13.4,0.86,0.68,167.0,,,,
1676,IC1593,00:54:39.63,+32:31:10.1,,,,,,,
1677,IC1594,00:53:45.33,-47:38:50.9,1.25,0.39,129.0,,,,
1678,IC1595,00:53:47.05,-45:11:11.9,1.45,0.26,12.0,,,,
1679,IC1596,00:54:42.83,+21:31:21.5,1.88,0.75,118.0,,,,
1680,IC1597,00:53:32.09,-58:06:25.7,1.61,0.42,152.0,,,,
1681,IC1598,00:54:41.77,+05:46:25.7,1.01,0.51,3.0,,,,
1682,IC1599,00:54:32.81,-23:29:41.7,1.19,0.28,107.0,,,,
1683,IC1600,00:55:04.24,-23:31:29.6,0.8,0.47,92.0,,,,
1684,IC1601,00:55:34.84,-24:09:12.2,0.92,0.44,116.0,,,,
1685,IC1602,00:55:51.89,-09:59:08.4,1.08,0.8,149.0,,,,
1686,IC1603,00:56:59.68,-45:24:46.6,1.41,0.55,112.0,,,,
1687,IC1604,00:57:58.95,-16:13:48.2,,,,,,,
1688,IC1605,00:57:37.64,-48:54:09.6,1.68,1.35,143.0,,,,
1689,IC1606,00:58:22.17,-12:10:42.6,,,,,,,
1690,IC1607,00:58:48.86,+00:35:14.1,0.94,0.76,138.0,,,,
1691,IC1608,00:59:24.37,-34:19:44.2,2.05,0.68,171.0,,,,
1692,IC1609,00:59:46.62,-40:20:00.8,1.13,0.99,44.0,,,,
1693,IC1610,01:01:42.58,-15:34:04.0,1.59,1.41,110.0,,,,
1694,IC1611,00:59:47.90,-72:19:56.4,1.5,1.5,,,,,
1695,IC1612,00:59:58.61,-72:22:14.6,1.2,0.8,20.0,,,,
1696,IC1613,01:04:47.79,+02:07:04.0,18.32,17.14,50.0,,,,
1697,IC1614,01:05:06.96,+33:11:23.3,0.62,0.51,60.0,,,,
1698,IC1615,01:04:07.04,-51:07:59.0,1.33,0.6,148.0,,,,
1699,IC1616,01:04:56.18,-27:25:45.7,1.63,1.5,5.0,,,,
1700,IC1617,01:04:16.80,-51:01:58.1,1.35,0.49,124.0,,,,
1701,IC1618,01:05:55.98,+32:24:43.8,0.86,0.46,156.0,,,,
1702,IC1619,01:07:22.44,+33:04:02.2,0.75,0.6,93.0,,,,
1703,IC1620,01:07:14.25,+13:57:18.4,0.96,0.68,87.0,,,,
1704,IC1621,01:06:22.63,-46:43:31.8,1.38,0.43,3.0,,,,
1705,IC1622,01:07:36.67,-17:32:19.1,0.7,0.56,160.0,,,,
1706,IC1623,01:07:47.18,-17:30:25.3,1.2,,,,,,
1707,IC1623A,01:07:46.70,-17:30:26.0,1.05,0.87,63.0,,,,
1708,IC1623B,01:07:47.56,-17:30:25.1,0.8,0.6,12.0,,,,
1709,IC1624,01:05:21.84,-72:02:33.1,0.9,0.9,,,,,
1710,IC1625,01:07:42.61,-46:54:27.3,1.8,1.41,9.0,,,,
1711,IC1626,01:06:13.43,-73:17:46.0,1.0,1.0,,,,,
1712,IC1627,01:08:10.84,-46:05:38.6,1.62,0.64,139.0,,,,
1713,IC1628,01:08:47.53,-28:34:56.4,1.65,1.53,112.0,,,,
1714,IC1629,01:09:18.20,+02:34:02.9,0.78,0.63,56.0,,,,
1715,IC1630,01:08:16.77,-46:45:14.5,1.65,0.28,64.0,,,,
1716,IC1631,01:08:44.87,-46:28:32.9,0.81,0.52,85.0,,,,
1717,IC1632,01:10:43.38,+17:40:59.7,0.23,0.22,5.0,,,,
1718,IC1633,01:09:55.58,-45:55:52.3,2.9,2.16,97.0,,,,
1719,IC1634,01:11:03.79,+17:39:47.0,0.83,0.72,153.0,,,,
1720,IC1635,01:11:03.53,+17:39:07.3,1.15,0.65,148.0,,,,
1721,IC1636,01:11:34.96,+33:21:55.4,0.55,0.44,103.0,,,,
1722,IC1637,01:11:01.14,-30:26:18.7,1.69,1.3,90.0,,,,
1723,IC1638,01:12:21.81,+33:21:52.3,0.75,0.68,105.0,,,,
1724,IC1639,01:11:46.55,-00:39:51.7,0.76,0.7,100.0,,,,
1725,IC1640,01:11:51.30,-00:37:49.3,0.18,0.18,20.0,,,,
1726,IC1641,01:09:39.19,-71:46:08.3,0.75,0.65,40.0,,,,
1727,IC1642,,,,,,,,,
1728,IC1643,01:12:08.63,-00:24:36.7,0.9,0.67,79.0,,,,
1729,IC1644,01:09:13.01,-73:11:38.8,0.8,0.65,40.0,,,,
1730,IC1645,01:12:27.34,+15:45:00.3,0.86,0.77,11.0,,,,
1731,IC1646,01:12:43.83,+15:42:28.1,0.65,0.61,17.0,,,,
1732,IC1647,01:13:14.61,+38:53:07.0,0.9,0.4,40.0,,,,
1733,IC1648,01:13:42.12,+33:13:05.6,0.4,0.4,155.0,,,,
1734,IC1649,01:11:50.94,-55:51:26.4,1.9,0.31,136.0,,,,
1735,IC1650,01:12:19.09,-50:24:06.2,1.32,0.65,62.0,,,,
1736,IC1651,01:13:27.56,+02:04:09.0,,,,,,,
1737,IC1652,01:14:56.26,+31:56:54.6,1.32,0.17,170.0,,,,
1738,IC1653,01:15:07.59,+33:22:38.4,,,,,0443,,
1739,IC1654,01:15:11.88,+30:11:41.4,0.99,0.46,50.0,,,,
1740,IC1655,01:11:54.10,-71:19:50.2,1.7,1.5,50.0,,,,
1741,IC1656,01:15:37.63,+33:04:03.8,,,,,0447,,
1742,IC1657,01:14:07.02,-32:39:03.2,2.32,0.52,170.0,,,1663,
1743,IC1658,01:15:49.60,+31:04:48.9,,,,,0444,,
1744,IC1659,01:16:06.02,+30:20:56.7,0.83,0.74,18.0,,,,
1745,IC1660,01:12:37.67,-71:45:42.3,1.1,1.1,,,,,
1746,IC1661,01:16:12.40,+33:03:50.8,,,,,0451,,
1747,IC1662,01:12:32.75,-73:27:24.3,1.2,1.2,,,,,
1748,IC1663,01:14:07.02,-32:39:03.2,,,,,,1657,
1749,IC1664,01:14:18.51,-69:48:41.5,,,,,,,
1750,IC1665,01:17:44.91,+34:42:06.0,,,,,,,
1751,IC1666,01:19:53.39,+32:28:02.4,0.93,0.86,73.0,,,,
1752,IC1667,01:18:42.35,-17:03:00.8,0.96,0.68,45.0,,,,
1753,IC1668,01:18:53.10,+33:10:23.0,0.34,0.24,50.0,,,,
1754,IC1669,01:20:06.84,+33:11:05.1,0.77,0.26,5.0,,,,
1755,IC1670,01:18:50.80,-16:48:10.0,3.0,,,,,,
1756,IC1670A,01:18:48.84,-16:48:12.4,1.6,0.56,114.0,,,,
1757,IC1670B,01:18:52.85,-16:48:12.4,1.99,0.44,102.0,,,,
1758,IC1671,01:19:02.34,-17:03:37.4,,,,,,0093,
1759,IC1672,01:20:38.20,+29:41:55.8,1.42,1.0,138.0,,,,
1760,IC1673,01:20:46.35,+33:02:41.8,0.54,0.54,70.0,,,,
1761,IC1674,01:19:18.44,-50:57:48.9,0.52,0.29,23.0,,,,
1762,IC1675,01:20:59.90,+34:14:55.0,0.72,0.23,58.0,,,,
1763,IC1676,01:20:58.59,+30:15:34.1,0.59,0.44,179.0,,,,
1764,IC1677,01:21:07.09,+33:12:58.1,0.65,0.3,129.0,,,,
1765,IC1678,01:21:02.53,+05:33:37.9,0.34,0.24,145.0,,,,
1766,IC1679,01:21:44.60,+33:29:37.0,0.6,0.51,46.0,,,,
1767,IC1680,01:21:51.20,+33:16:57.0,0.7,0.53,103.0,,,,
1768,IC1681,01:21:21.32,+00:05:25.4,1.0,0.49,101.0,,,,
1769,IC1682,01:22:13.30,+33:15:37.0,0.86,0.4,119.0,,,,
1770,IC1683,01:22:39.00,+34:26:13.0,1.32,0.57,173.0,,,,
1771,IC1684,01:22:53.20,+33:24:49.0,0.68,0.45,124.0,,,,
1772,IC1685,01:23:06.60,+33:11:22.0,0.4,0.3,165.0,,,,
1773,IC1686,01:23:11.50,+33:27:38.0,,,,,0499,,
1774,IC1687,01:23:19.10,+33:16:31.0,0.68,0.48,0.0,,,,
1775,IC1688,01:23:28.10,+33:04:59.0,0.38,0.31,64.0,,,,
1776,IC1689,01:23:47.86,+33:03:19.2,0.62,0.41,171.0,,,,
1777,IC1690,01:23:49.54,+33:09:22.6,0.49,0.26,130.0,,,,
1778,IC1691,01:24:25.80,+33:24:25.0,0.46,0.39,122.0,,,,
1779,IC1692,01:24:39.56,+33:14:08.9,0.5,0.36,144.0,,,,
1780,IC1693,01:24:02.40,-01:39:25.3,0.65,0.27,162.0,,,,
1781,IC1694,01:24:47.80,+01:36:25.8,1.12,0.71,4.0,,,,
1782,IC1695,01:25:07.63,+08:41:58.2,1.84,1.08,86.0,,,,
1783,IC1696,01:24:52.36,-01:37:01.4,0.83,0.75,16.0,,,,
1784,IC1697,01:25:02.94,+00:26:39.7,0.81,0.46,104.0,,,,
1785,IC1698,01:25:22.14,+14:50:19.4,1.87,0.76,117.0,,,1699,
1786,IC1699,01:25:22.14,+14:50:19.4,,,,,,1698,
1787,IC1700,01:25:24.66,+14:51:52.6,,,,,,0107,
1788,IC1701,01:25:50.40,+18:11:04.1,0.79,0.6,92.0,,,,
1789,IC1702,01:25:56.29,+16:36:06.5,1.13,0.68,172.0,,,,
1790,IC1703,01:26:25.15,-01:38:19.4,,,,,0557,,
1791,IC1704,01:27:09.53,+14:46:34.6,1.08,0.76,162.0,,,,
1792,IC1705,01:26:44.84,-03:30:05.3,0.63,0.48,107.0,,,,
1793,IC1706,01:27:31.02,+14:49:10.4,0.5,0.48,85.0,,,,
1794,IC1707,01:28:00.32,+37:07:01.4,,,,,,,
1795,IC1708,01:24:56.08,-71:11:04.0,1.2,1.2,,,,,
1796,IC1709,01:27:57.01,-35:43:03.7,,,,,0568,,
1797,IC1710,01:30:46.64,+21:26:25.5,,,,,0575,,
1798,IC1711,01:30:55.26,+17:11:18.8,2.49,0.48,42.0,,,,
1799,IC1712,01:31:20.75,-06:52:05.0,,,,,0584,,
1800,IC1713,01:32:43.80,+35:19:28.1,,,,,,,
1801,IC1714,01:32:53.17,-13:01:29.9,0.62,0.5,94.0,,,,
1802,IC1715,01:33:34.14,+12:35:07.6,0.65,0.5,95.0,,,,
1803,IC1716,01:33:26.85,-12:18:28.6,,,,,,,
1804,IC1717,01:32:30.33,-67:32:12.6,,,,,,,
1805,IC1718,01:38:26.75,+33:21:59.5,0.68,0.38,120.0,,,,
1806,IC1719,01:37:35.92,-33:55:26.7,1.49,1.08,173.0,,,,
1807,IC1720,01:40:21.59,-28:54:45.9,1.21,0.91,155.0,,,,
1808,IC1721,01:41:24.44,+08:31:31.9,1.05,0.46,100.0,,,,
1809,IC1722,01:43:02.71,-34:11:15.8,1.52,0.39,51.0,,,,
1810,IC1723,01:43:14.18,+08:53:21.7,2.45,0.5,28.0,,,,
1811,IC1724,01:43:09.68,-34:14:30.8,1.29,0.5,126.0,,,,
1812,IC1725,01:45:11.83,+21:46:35.6,0.52,0.45,60.0,,,,
1813,IC1726,01:45:19.67,+04:37:06.7,0.3,0.3,35.0,,,,
1814,IC1727,01:47:29.89,+27:20:00.1,6.52,2.44,150.0,,,,
1815,IC1728,01:47:44.49,-33:36:05.4,1.29,0.8,6.0,,,,
1816,IC1729,01:47:55.26,-26:53:31.7,2.22,1.25,142.0,,,,
1817,IC1730,01:49:57.94,+22:00:43.6,0.75,0.48,64.0,,,,
1818,IC1731,01:50:12.34,+27:11:46.2,1.45,0.8,134.0,,,,
1819,IC1732,01:50:47.90,+35:55:57.9,1.32,0.38,61.0,,,,
1820,IC1733,01:50:42.89,+33:04:55.3,1.54,1.43,70.0,,,,
1821,IC1734,01:49:17.05,-32:44:33.4,1.63,1.52,21.0,,,,
1822,IC1735,01:50:51.74,+33:05:32.4,0.85,0.69,157.0,,,,
1823,IC1736,01:50:53.20,+18:18:10.0,1.04,0.28,35.0,,,,
1824,IC1737,01:51:42.72,+36:15:04.3,,,,,,,
1825,IC1738,01:51:07.90,-09:47:31.3,0.93,0.69,76.0,,,,
1826,IC1739,01:50:29.60,-34:03:20.1,0.88,0.55,86.0,,,,
1827,IC1740,01:48:51.56,-30:05:09.5,,,,,,,
1828,IC1741,01:51:56.73,-16:47:16.9,1.05,0.58,168.0,,,,
1829,IC1742,01:53:14.23,+22:43:17.0,0.68,0.46,48.0,,,,
1830,IC1743,01:52:59.68,+12:42:30.5,,,,,0716,,
1831,IC1744,01:53:38.84,+19:50:25.5,,,,,0719,,
1832,IC1745,01:52:59.09,-16:40:08.4,0.75,0.31,138.0,,,,
1833,IC1746,01:54:24.31,+04:48:14.0,1.58,0.47,95.0,,,,
1834,IC1747,01:57:35.73,+63:19:18.4,0.22,,,,,,
1835,IC1748,01:56:08.86,+17:38:28.6,0.69,0.49,122.0,,,,
1836,IC1749,01:56:11.10,+06:44:41.8,1.06,0.69,150.0,,,,
1837,IC1750,01:56:18.56,+04:04:34.6,1.02,0.18,64.0,,,,
1838,IC1751,01:56:21.03,+05:37:44.2,,,,,0741,,
1839,IC1752,01:57:15.42,+28:36:48.6,0.62,0.28,123.0,,,,
1840,IC1753,01:57:19.31,+28:35:21.3,0.84,0.57,140.0,,,,
1841,IC1754,01:56:49.88,+04:01:32.2,0.92,0.92,80.0,,,,
1842,IC1755,01:57:09.79,+14:32:59.6,1.46,0.37,155.0,,,,
1843,IC1756,01:57:05.34,-00:28:05.7,1.31,0.24,154.0,,,,
1844,IC1757,01:57:11.36,-00:28:26.3,0.4,0.24,55.0,,,,
1845,IC1758,01:56:52.49,-16:32:31.4,0.56,0.2,50.0,,,,
1846,IC1759,01:57:55.36,-32:59:13.4,1.47,1.26,11.0,,,,
1847,IC1760,01:57:24.68,-31:59:18.0,0.62,0.41,172.0,,,,
1848,IC1761,01:58:52.29,+00:34:05.9,0.63,0.28,47.0,,,,
1849,IC1762,01:57:48.64,-33:14:23.3,1.69,0.55,43.0,,,,
1850,IC1763,01:59:11.75,-27:48:38.5,1.09,0.92,45.0,,,,
1851,IC1764,02:00:23.37,+24:34:50.0,1.2,0.87,10.0,,,,
1852,IC1765,02:01:06.61,+31:52:56.9,,,,,0783,,
1853,IC1766,02:01:40.00,+31:49:35.4,,,,,0785,,
1854,IC1767,01:59:59.38,-11:04:44.3,1.69,0.56,75.0,,,,
1855,IC1768,02:00:49.87,-25:01:36.1,1.45,1.2,47.0,,,,
1856,IC1769,02:00:54.92,-31:55:11.2,0.93,0.26,76.0,,,,
1857,IC1770,02:02:14.39,+09:58:51.4,1.41,1.36,50.0,,,,
1858,IC1771,02:02:15.86,+09:58:06.9,0.75,0.75,175.0,,,,
1859,IC1772,02:02:42.93,+07:44:43.9,0.68,0.68,0.0,,,,
1860,IC1773,02:04:02.11,+30:49:58.3,,,,,0804,,
1861,IC1774,02:03:59.00,+15:19:05.0,1.41,0.66,127.0,,,,
1862,IC1775,02:05:17.54,+13:30:20.6,0.75,0.67,167.0,,,,
1863,IC1776,02:05:15.22,+06:06:24.6,1.26,1.0,172.0,,,,
1864,IC1777,02:06:08.70,+15:12:34.1,0.91,0.91,130.0,,,,
1865,IC1778,02:06:19.40,+09:13:38.7,,,,,,0199,
1866,IC1779,02:06:25.93,+03:42:21.5,0.37,0.28,105.0,,,,
1867,IC1780,02:06:51.16,+14:43:18.9,0.64,0.37,9.0,,,,
1868,IC1781,02:06:52.79,-00:31:05.1,0.68,0.52,126.0,,,,
1869,IC1782,02:07:20.05,-25:26:30.8,,,,,0823,,
1870,IC1783,02:10:06.13,-32:56:23.5,1.98,0.8,4.0,,,,
1871,IC1784,02:16:12.79,+32:38:58.2,1.4,0.74,94.0,,,,
1872,IC1785,02:16:21.04,+32:39:59.5,0.81,0.44,146.0,,,,
1873,IC1786,02:16:05.63,+05:08:43.7,0.66,0.43,154.0,,,,
1874,IC1787,02:16:10.44,-11:55:36.2,,,,,,0217,
1875,IC1788,02:15:49.96,-31:12:03.6,2.53,1.07,28.0,,,,
1876,IC1789,02:17:51.18,+32:23:45.7,1.95,0.42,30.0,,,,
1877,IC1790,02:17:37.79,+12:30:32.3,0.82,0.28,63.0,,,,
1878,IC1791,02:17:41.34,+12:28:14.2,1.09,1.08,95.0,,,,
1879,IC1792,02:19:01.09,+34:27:44.6,1.39,0.96,26.0,,,,
1880,IC1793,02:21:32.40,+32:32:40.2,1.28,0.63,36.0,,,,
1881,IC1794,02:21:30.17,+15:45:41.9,0.93,0.71,90.0,,,,
1882,IC1795,02:26:31.96,+62:02:29.9,12.0,12.0,,,,,
1883,IC1796,02:22:47.32,-41:22:15.9,1.07,0.7,86.0,,,,
1884,IC1797,02:25:27.89,+20:23:43.2,0.97,0.37,142.0,,,,
1885,IC1798,02:26:15.51,+13:25:50.8,0.31,0.21,100.0,,,,
1886,IC1799,02:28:45.91,+45:58:14.3,0.79,0.37,40.0,,,,
1887,IC1800,02:28:31.16,+31:24:34.8,,,,,,,
1888,IC1801,02:28:12.75,+19:35:00.0,1.18,0.54,30.0,,,,
1889,IC1802,02:29:13.98,+23:04:57.7,0.98,0.79,105.0,,,,
1890,IC1803,02:29:49.94,+23:06:30.9,0.46,0.46,35.0,,,,
1891,IC1804,02:29:54.42,+23:05:49.5,0.97,0.86,136.0,,,,
1892,IC1805,02:32:41.51,+61:27:24.8,60.0,60.0,,,,,
1893,IC1806,02:29:34.95,+22:56:35.6,0.63,0.47,156.0,,,,
1894,IC1807,02:30:31.00,+22:56:59.0,0.56,0.49,24.0,,,,
1895,IC1808,02:30:31.28,-04:12:55.5,,,,,0963,,
1896,IC1809,02:31:40.35,+22:55:01.9,0.85,0.51,50.0,,,,
1897,IC1810,02:29:26.83,-43:04:34.8,1.37,0.97,150.0,,,,
1898,IC1811,02:30:38.19,-34:15:51.0,1.15,0.68,7.0,,,,
1899,IC1812,02:29:31.78,-42:48:40.9,2.08,1.6,35.0,,,,
1900,IC1813,02:30:49.49,-34:13:15.2,1.13,0.75,100.0,,,,
1901,IC1814,02:31:05.79,-36:02:04.8,,,,,0964,,
1902,IC1815,02:34:20.00,+32:25:46.1,1.35,1.2,123.0,,,,
1903,IC1816,02:31:51.00,-36:40:19.4,1.26,1.22,125.0,,,,
1904,IC1817,02:33:50.20,+11:12:12.0,0.9,,,,,,
1905,IC1817 NED01,02:33:49.60,+11:12:11.9,0.49,0.25,12.0,,,,
1906,IC1817 NED02,02:33:50.78,+11:12:12.6,0.67,0.43,161.0,,,,
1907,IC1818,02:34:07.14,-11:02:26.7,0.83,0.71,78.0,,,,
1908,IC1819,02:35:41.83,+04:03:06.5,2.01,0.62,25.0,,,,
1909,IC1820,02:35:52.67,+06:02:26.2,0.53,0.28,65.0,,,,
1910,IC1821,02:36:26.13,+13:46:46.4,1.0,,,,,,
1911,IC1821 NED01,02:36:25.41,+13:46:48.6,0.7,0.3,45.0,,,,
1912,IC1821 NED02,02:36:26.70,+13:46:44.1,0.26,0.2,0.0,,,,
1913,IC1822,02:35:42.35,-08:33:46.1,,,,,,,
1914,IC1823,02:38:36.98,+32:04:10.9,1.38,0.83,78.0,,,,
1915,IC1824,02:42:35.06,+61:35:39.7,,,,,1027,,
1916,IC1825,02:38:55.63,+09:05:50.5,1.15,0.79,22.0,,,,
1917,IC1826,02:39:03.55,-27:26:35.3,2.06,1.81,107.0,,,1830,
1918,IC1827,02:39:46.46,+01:33:29.8,1.09,0.23,154.0,,,,
1919,IC1828,02:40:28.99,+19:17:49.6,,,,,1036,,
1920,IC1829,02:40:32.79,+14:17:52.6,0.94,0.73,26.0,,,,
1921,IC1830,02:39:03.55,-27:26:35.3,,,,,,1826,
1922,IC1831,02:43:56.40,+62:24:41.9,120.23,,,,,,
1923,IC1832,02:41:57.66,+19:01:48.3,0.74,0.69,140.0,,,,
1924,IC1833,02:41:38.70,-28:10:16.6,1.43,0.74,64.0,,,,
1925,IC1834,02:42:48.09,+03:05:03.0,0.69,0.61,16.0,,,,
1926,IC1835,02:43:49.15,+14:53:22.5,0.72,0.58,28.0,,,,
1927,IC1836,02:43:23.46,+03:06:19.4,0.63,0.5,42.0,,,,
1928,IC1837,02:43:31.31,+00:18:24.5,,,,,1072,,
1929,IC1838,02:44:42.99,+19:27:18.4,0.64,0.23,175.0,,,,
1930,IC1839,02:44:42.91,+15:14:24.3,0.97,0.4,96.0,,,,
1931,IC1840,02:43:41.98,-15:42:20.1,,,,,1105,,
1932,IC1841,02:45:36.23,+18:55:44.1,0.64,0.48,50.0,,,,
1933,IC1842,02:45:23.42,+11:27:29.2,1.07,0.3,20.0,,,,
1934,IC1843,02:45:24.62,+02:52:49.9,1.04,0.63,74.0,,,,
1935,IC1844,02:45:49.40,+03:13:49.1,0.94,0.37,97.0,,,,
