,Name,RA,Dec,MajAx,MinAx,PosAng,M,NGC,IC,Common names
5792,NGC0190,00:38:54.70,+07:03:35.0,1.1,,,,,,
5793,NGC0190 NED01,00:38:54.68,+07:03:45.7,0.93,0.76,175.0,,0190N,,
5794,NGC0190 NED02,00:38:54.73,+07:03:24.2,0.72,0.71,,,0190S,,
5795,NGC0191,00:38:59.44,-09:00:09.4,1.0,0.71,100.0,,,,
5796,NGC0191A,00:39:00.24,-09:00:52.5,0.87,0.3,147.0,,,1563,
5797,NGC0192,00:39:13.43,+00:51:51.6,2.06,0.82,165.0,,,,
5798,NGC0193,00:39:18.59,+03:19:52.0,2.07,1.45,55.0,,,,
5799,NGC0194,00:39:18.42,+03:02:14.8,1.73,1.5,42.0,,,,
5800,NGC0195,00:39:35.79,-09:11:40.3,1.22,0.74,68.0,,,,
5801,NGC0196,00:39:17.84,+00:54:45.9,1.27,0.92,10.0,,,,
5802,NGC0197,00:39:18.79,+00:53:30.9,0.94,0.72,35.0,,,,
5803,NGC0198,00:39:22.98,+02:47:52.5,1.28,1.17,35.0,,,,
5804,NGC0199,00:39:33.17,+03:08:18.7,1.14,0.69,160.0,,,,
5805,NGC0200,00:39:34.88,+02:53:14.8,1.8,1.02,163.0,,,,
5806,NGC0201,00:39:34.82,+00:51:35.6,1.71,1.32,146.0,,,,
5807,NGC0202,00:39:39.85,+03:32:10.6,0.96,0.33,153.0,,,,
5808,NGC0203,00:39:39.53,+03:26:34.4,0.98,0.27,85.0,,0211,,
5809,NGC0204,00:39:44.27,+03:17:58.5,1.4,1.09,22.0,,,,
5810,NGC0205,00:40:22.08,+41:41:07.1,16.22,9.59,170.0,110.0,,,
5811,NGC0206,00:40:31.30,+40:44:21.4,,,,,,,
5812,NGC0207,00:39:40.71,-14:14:13.5,0.91,0.49,84.0,,,,
5813,NGC0208,00:40:17.58,+02:45:23.4,0.77,0.65,137.0,,,,
5814,NGC0209,00:39:03.60,-18:36:29.8,1.14,0.99,6.0,,,,
5815,NGC0210,00:40:35.02,-13:52:22.1,4.98,3.02,163.0,,,,
5816,NGC0211,00:39:39.53,+03:26:34.4,,,,,0203,,
5817,NGC0212,00:40:13.33,-56:09:10.9,1.91,1.42,122.0,,,,
5818,NGC0213,00:41:10.00,+16:28:09.8,1.44,1.11,100.0,,,,
5819,NGC0214,00:41:28.03,+25:29:58.0,1.87,1.3,42.0,,,,
5820,NGC0215,00:40:48.87,-56:12:50.6,1.15,0.92,118.0,,,,
5821,NGC0216,00:41:27.15,-21:02:43.6,1.35,0.63,27.0,,,,
5822,NGC0217,00:41:33.89,-10:01:17.1,3.2,0.69,113.0,,,,
5823,NGC0218,00:46:31.99,+36:19:32.2,1.32,0.71,46.0,,,,
5824,NGC0219,00:42:11.31,+00:54:16.4,0.59,0.46,177.0,,,,
5825,NGC0220,00:40:29.89,-73:24:14.3,1.2,1.2,,,,,
5826,NGC0221,00:42:41.83,+40:51:55.0,7.74,4.86,170.0,32.0,,,
5827,NGC0222,00:40:43.71,-73:23:08.5,1.2,1.2,,,,,
5828,NGC0223,00:42:15.88,+00:50:43.8,1.18,0.78,63.0,,,0044,
5829,NGC0224,00:42:44.35,+41:16:08.6,177.83,69.66,35.0,31.0,,,Andromeda Galaxy
5830,NGC0225,00:43:36.38,+61:46:01.0,4.2,,,,,,
5831,NGC0226,00:42:54.04,+32:34:51.5,0.79,0.78,130.0,,,,
5832,NGC0227,00:42:36.83,-01:31:43.6,1.91,1.44,156.0,,,,
5833,NGC0228,00:42:54.51,+23:30:11.0,0.89,0.81,145.0,,,,
5834,NGC0229,00:43:04.64,+23:30:32.8,1.08,0.48,98.0,,,,
5835,NGC0230,00:42:27.17,-23:37:43.7,1.3,0.28,44.0,,,,
5836,NGC0231,00:41:06.43,-73:21:08.7,1.8,1.8,,,,,
5837,NGC0232,00:42:45.82,-23:33:40.9,0.98,0.7,17.0,,0232W,,
5838,NGC0233,00:43:36.56,+30:35:13.2,1.25,1.11,120.0,,,,
5839,NGC0234,00:43:32.39,+14:20:33.2,1.57,1.22,75.0,,,,
5840,NGC0235,00:42:53.20,-23:32:36.0,2.0,,,,,,
5841,NGC0235A,00:42:52.81,-23:32:27.7,1.38,0.62,120.0,,0232E,,
5842,NGC0235B,00:42:53.60,-23:32:44.0,1.29,1.29,,,,,
5843,NGC0236,00:43:27.54,+02:57:29.5,1.15,1.03,55.0,,,,
5844,NGC0237,00:43:27.84,-00:07:29.7,1.3,0.8,174.0,,,,
5845,NGC0238,00:43:25.75,-50:10:58.2,2.02,1.6,100.0,,,,
5846,NGC0239,00:44:37.51,-03:45:33.3,0.94,0.37,10.0,,,,
5847,NGC0240,00:45:01.93,+06:06:48.1,1.35,1.28,105.0,,,,
5848,NGC0241,00:43:31.53,-73:26:25.7,0.95,0.95,,,,,
5849,NGC0242,00:43:33.78,-73:26:46.7,0.75,0.75,,,,,
5850,NGC0243,00:46:00.87,+29:57:34.2,0.92,0.51,151.0,,,,
5851,NGC0244,00:45:46.43,-15:35:48.8,1.04,1.04,25.0,,,,
5852,NGC0245,00:46:05.39,-01:43:24.2,1.2,1.12,135.0,,,,
5853,NGC0246,00:47:03.36,-11:52:19.0,4.08,,,,,,
5854,NGC0247,00:47:08.55,-20:45:37.4,19.68,5.55,167.0,,,,
5855,NGC0247A,00:47:28.14,-20:23:51.5,0.52,0.25,75.0,,,,
5856,NGC0247B,00:47:35.15,-20:25:43.3,1.05,0.42,24.0,,,,
5857,NGC0247C,00:47:37.71,-20:27:10.1,0.55,0.2,39.0,,,,
5858,NGC0247D,00:47:36.99,-20:29:09.6,0.61,0.25,64.0,,,,
5859,NGC0248,00:45:24.04,-73:22:47.3,1.4,1.1,110.0,,,,
5860,NGC0249,00:45:32.86,-73:04:48.3,1.1,0.7,0.0,,,,
5861,NGC0250,00:47:16.01,+07:54:36.1,1.28,0.68,156.0,,,,
5862,NGC0251,00:47:54.03,+19:35:48.6,1.73,1.02,99.0,,,,
5863,NGC0252,00:48:01.50,+27:37:25.1,1.62,1.16,82.0,,,,
5864,NGC0253,00:47:33.12,-25:17:17.6,26.79,4.58,53.0,,,,"Sculptor Filament,Silver Coin"
5865,NGC0254,00:47:27.61,-31:25:18.3,2.77,1.8,133.0,,,,
5866,NGC0255,00:47:47.31,-11:28:07.3,2.04,1.85,7.0,,,,
5867,NGC0256,00:45:53.33,-73:30:24.6,0.9,0.9,,,,,
5868,NGC0257,00:48:01.51,+08:17:49.5,1.83,1.32,99.0,,,,
5869,NGC0258,00:48:12.79,+27:39:25.9,0.51,0.42,115.0,,,,
5870,NGC0259,00:48:03.29,-02:46:31.2,2.86,1.09,140.0,,,,
5871,NGC0260,00:48:34.65,+27:41:32.8,0.76,0.68,34.0,,,,
5872,NGC0261,00:46:27.91,-73:06:13.1,1.3,1.1,110.0,,,,
5873,NGC0262,00:48:47.14,+31:57:25.1,1.17,0.62,40.0,,,,
5874,NGC0263,00:48:48.47,-13:06:26.6,0.8,0.4,48.0,,,,
5875,NGC0264,00:48:20.94,-38:14:03.7,1.26,0.47,111.0,,,,
5876,NGC0265,00:47:10.16,-73:28:37.8,1.2,1.2,,,,,
5877,NGC0266,00:49:47.80,+32:16:39.8,2.92,2.83,95.0,,,,
5878,NGC0267,00:48:02.90,-73:16:26.5,2.0,1.7,170.0,,,,
5879,NGC0268,00:50:09.56,-05:11:37.4,1.42,0.93,93.0,,,,
5880,NGC0269,00:48:22.03,-73:31:53.5,1.2,1.2,,,,,
5881,NGC0270,00:50:32.52,-08:39:05.9,1.77,1.24,29.0,,,,
5882,NGC0271,00:50:41.86,-01:54:36.9,2.38,1.28,131.0,,,,
5883,NGC0272,00:51:25.16,+35:49:18.3,,,,,,,
5884,NGC0273,00:50:48.45,-06:53:08.5,1.96,0.54,105.0,,,,
5885,NGC0274,00:51:01.86,-07:03:25.0,1.27,1.08,158.0,,,,
5886,NGC0275,00:51:04.20,-07:04:00.0,1.75,1.39,79.0,,,,
5887,NGC0276,00:52:06.57,-22:40:48.5,1.1,0.36,88.0,,,1591,
5888,NGC0277,00:51:17.23,-08:35:48.6,1.34,1.11,91.0,,,,
5889,NGC0278,00:52:04.31,+47:33:01.8,2.36,2.3,30.0,,,,
5890,NGC0279,00:52:08.95,-02:13:06.4,1.41,1.06,167.0,,,,
5891,NGC0280,00:52:30.26,+24:21:02.1,1.0,0.66,89.0,,,,
5892,NGC0281,00:52:59.35,+56:37:18.8,35.0,30.0,,,,0011,
5893,NGC0282,00:52:42.15,+30:38:20.6,1.25,0.97,50.0,,,,
5894,NGC0283,00:53:13.21,-13:09:50.0,1.14,0.62,0.0,,,,
5895,NGC0284,00:53:24.27,-13:09:31.9,0.62,0.55,142.0,,,,
5896,NGC0285,00:53:29.89,-13:09:38.6,0.76,0.65,36.0,,,,
5897,NGC0286,00:53:30.38,-13:06:46.0,0.88,0.42,179.0,,,,
5898,NGC0287,00:53:28.29,+32:28:56.3,0.83,0.64,16.0,,,,
5899,NGC0288,00:52:47.45,-26:35:23.6,9.6,,,,,,
5900,NGC0289,00:52:42.36,-31:12:21.0,3.36,2.51,129.0,,,,
5901,NGC0290,00:51:14.18,-73:09:41.5,1.1,1.1,,,,,
5902,NGC0291,00:53:29.92,-08:46:04.1,0.98,0.53,55.0,,,,
5903,NGC0292,00:52:44.78,-72:49:43.0,299.92,179.89,45.0,,,,Small Magellanic Cloud
5904,NGC0293,00:54:15.96,-07:14:07.7,1.12,0.63,15.0,,,,
5905,NGC0294,00:53:04.71,-73:22:49.3,1.7,1.7,,,,,
5906,NGC0295,00:59:32.28,+31:47:53.0,0.59,0.54,65.0,,,,
5907,NGC0296,00:55:07.51,+31:32:32.2,2.23,0.88,164.0,,,,
5908,NGC0297,00:54:58.94,-07:20:58.8,0.35,0.29,101.0,,,,
5909,NGC0298,00:55:02.35,-07:19:59.1,1.47,0.49,92.0,,,,
5910,NGC0299,00:53:24.07,-72:11:49.6,0.9,0.9,,,,,
5911,NGC0300,00:54:53.48,-37:41:03.8,19.41,13.06,114.0,,,,
5912,NGC0301,00:56:18.35,-10:40:26.0,0.64,0.59,80.0,,,,
5913,NGC0302,00:56:25.31,-10:39:47.6,,,,,,,
5914,NGC0303,00:54:54.71,-16:39:16.6,0.73,0.26,160.0,,,,
5915,NGC0304,00:56:06.02,+24:07:36.8,1.17,0.76,175.0,,,,
5916,NGC0305,00:56:20.92,+12:03:54.4,,,,,,,
5917,NGC0306,00:54:14.18,-72:14:32.4,1.1,1.1,,,,,
5918,NGC0307,00:56:32.58,-01:46:19.0,1.61,0.67,79.0,,,,
5919,NGC0308,00:56:34.22,-01:47:02.1,,,,,,,
5920,NGC0309,00:56:42.66,-09:54:49.9,2.23,1.95,100.0,,,,
5921,NGC0310,00:56:47.98,-01:45:56.8,,,,,,,
5922,NGC0311,00:57:32.73,+30:16:50.7,1.36,0.69,118.0,,,,
5923,NGC0312,00:56:15.93,-52:46:57.7,1.84,1.38,65.0,,,,
5924,NGC0313,00:57:45.64,+30:21:57.9,,,,,,,
5925,NGC0314,00:56:52.41,-31:57:46.7,1.0,0.77,170.0,,,,
5926,NGC0315,00:57:48.88,+30:21:08.8,2.86,2.14,45.0,,,,
5927,NGC0316,00:57:52.45,+30:21:15.5,,,,,,,
5928,NGC0317,00:57:39.7,+43:47:47.0,1.83,,,,,,
5929,NGC0317A,00:57:39.05,+43:48:02.8,1.21,0.96,7.0,,,,
5930,NGC0317B,00:57:40.45,+43:47:32.1,0.97,0.45,94.0,,,,
5931,NGC0318,00:58:05.23,+30:25:31.9,0.6,0.29,5.0,,,,
5932,NGC0319,00:56:57.60,-43:50:19.6,1.0,0.74,33.0,,,,
5933,NGC0320,00:58:46.53,-20:50:24.3,0.89,0.49,156.0,,,,
5934,NGC0321,00:57:39.23,-05:05:10.3,0.45,0.35,103.0,,,,
5935,NGC0322,00:57:10.01,-43:43:37.5,1.15,0.57,154.0,,,,
5936,NGC0323,00:56:41.65,-52:58:33.3,1.82,1.52,166.0,,,,
5937,NGC0324,00:57:14.78,-40:57:32.8,1.48,0.62,95.0,,,,
5938,NGC0325,00:57:47.87,-05:06:43.5,1.19,0.23,90.0,,,,
5939,NGC0326,00:58:22.70,+26:51:55.0,1.0,,,,,,
5940,NGC0326 NED01,00:58:22.64,+26:51:58.5,1.0,0.89,17.0,,,,
5941,NGC0326 NED02,00:58:22.85,+26:51:52.4,0.17,0.17,0.0,,,,
5942,NGC0327,00:57:55.36,-05:07:49.5,1.39,0.63,2.0,,,,
5943,NGC0328,00:56:57.57,-52:55:26.1,2.46,0.71,103.0,,,,
5944,NGC0329,00:58:01.60,-05:04:16.4,1.59,0.64,10.0,,,,
5945,NGC0330,00:56:17.65,-72:27:46.6,2.8,2.5,120.0,,,,
5946,NGC0331,00:47:06.86,-02:43:52.1,0.96,0.6,127.0,,,,
5947,NGC0332,00:58:49.13,+07:06:40.7,1.37,1.31,155.0,,,,
5948,NGC0333,00:58:51.20,-16:28:13.0,1.5,,,,,,
5949,NGC0333A,00:58:51.31,-16:28:09.1,0.41,0.34,131.0,,,,
5950,NGC0333B,00:58:51.09,-16:28:17.2,1.5,0.8,116.0,,,,
5951,NGC0334,00:58:49.81,-35:06:57.7,1.08,0.65,178.0,,,,
5952,NGC0335,00:59:19.78,-18:14:04.8,1.28,0.41,135.0,,,,
5953,NGC0336,00:58:02.83,-18:23:03.6,0.75,0.3,38.0,,,,
5954,NGC0337,00:59:50.09,-07:34:40.7,2.92,1.89,158.0,,,,
5955,NGC0337A,01:01:33.90,-07:35:17.7,2.63,1.73,8.0,,,,
5956,NGC0338,01:00:36.41,+30:40:08.3,1.75,0.66,107.0,,,,
5957,NGC0339,00:57:42.06,-74:28:24.2,2.9,2.9,,,,,
5958,NGC0340,01:00:34.88,-06:51:59.7,0.94,0.39,78.0,,,,
5959,NGC0341,01:00:45.83,-09:11:08.5,1.25,1.14,145.0,,,,
5960,NGC0342,01:00:49.86,-06:46:21.2,0.91,0.43,100.0,,,,
5961,NGC0343,00:58:23.93,-23:13:30.8,0.72,0.27,9.0,,,,
5962,NGC0344,00:58:25.44,-23:13:45.2,0.28,0.2,42.0,,,,
5963,NGC0345,01:01:22.10,-06:53:03.4,0.98,0.58,100.0,,,,
5964,NGC0346,00:59:05.04,-72:10:37.6,8.5,8.5,,,,,
5965,NGC0347,01:01:35.16,-06:44:01.2,0.6,0.46,105.0,,,,
5966,NGC0348,01:00:52.01,-53:14:40.2,0.84,0.72,93.0,,,,
5967,NGC0349,01:01:50.75,-06:47:59.3,1.34,1.16,60.0,,,,
5968,NGC0350,01:01:56.71,-06:47:44.6,0.79,0.52,85.0,,,,
5969,NGC0351,01:01:57.84,-01:56:12.3,1.53,0.75,140.0,,,,
5970,NGC0352,01:02:09.21,-04:14:43.7,2.29,0.78,170.0,,,,
5971,NGC0353,01:02:24.53,-01:57:31.9,1.26,0.46,23.0,,,,
5972,NGC0354,01:03:16.39,+22:20:33.6,0.9,0.4,33.0,,,,
5973,NGC0355,01:03:06.98,-06:19:26.4,0.73,0.33,76.0,,,,
5974,NGC0356,01:03:07.10,-06:59:18.1,1.75,0.94,65.0,,,,
5975,NGC0357,01:03:21.88,-06:20:21.2,2.11,1.69,4.0,,,,
5976,NGC0358,01:05:10.93,+62:01:13.6,,,,,,,
5977,NGC0359,01:04:16.96,-00:45:53.7,1.28,0.85,136.0,,,,
5978,NGC0360,01:02:51.45,-65:36:35.9,3.99,0.57,146.0,,,,
5979,NGC0361,01:02:10.16,-71:36:17.1,2.6,2.6,,,,,
5980,NGC0362,01:03:14.23,-70:50:53.6,8.7,,,,,,
5981,NGC0363,01:06:15.79,-16:32:33.9,0.82,0.6,43.0,,,,
5982,NGC0364,01:04:40.83,-00:48:09.9,1.4,0.57,33.0,,,,
5983,NGC0365,01:04:18.72,-35:07:17.1,1.01,0.6,5.0,,,,
5984,NGC0366,01:06:25.99,+62:13:44.1,5.1,,,,,,
5985,NGC0367,01:05:48.89,-12:07:42.5,0.96,0.35,17.0,,,,
5986,NGC0368,01:04:22.04,-43:16:36.3,0.72,0.62,160.0,,,,
5987,NGC0369,01:05:08.91,-17:45:33.1,0.95,0.77,48.0,,,,
5988,NGC0370,01:06:44.59,+32:25:43.3,,,,,0372,,
5989,NGC0371,01:03:29.53,-72:03:24.6,4.2,3.8,60.0,,,,
5990,NGC0372,01:06:44.59,+32:25:43.3,,,,,0370,,
5991,NGC0373,01:06:58.21,+32:18:30.5,0.52,0.45,146.0,,,,
5992,NGC0374,01:07:05.78,+32:47:42.4,1.3,0.58,177.0,,,,
5993,NGC0375,01:07:05.92,+32:20:53.4,0.48,0.38,100.0,,,,
5994,NGC0376,01:03:53.45,-72:49:25.2,1.8,1.8,,,,,
5995,NGC0377,01:06:34.82,-20:19:57.2,0.98,0.27,24.0,,,,
5996,NGC0378,01:06:12.21,-30:10:41.3,1.52,1.11,75.0,,,,
5997,NGC0379,01:07:15.69,+32:31:13.3,1.41,0.68,2.0,,,,
5998,NGC0380,01:07:17.59,+32:28:58.5,1.45,1.35,80.0,,,,
5999,NGC0381,01:08:18.01,+61:34:59.8,6.0,,,,,,
6000,NGC0382,01:07:23.87,+32:24:13.9,0.24,0.23,90.0,,,,
6001,NGC0383,01:07:24.96,+32:24:45.2,2.39,2.0,8.0,,,,
6002,NGC0384,01:07:25.10,+32:17:32.8,1.1,0.78,135.0,,,,
6003,NGC0385,01:07:27.25,+32:19:10.3,1.21,0.91,160.0,,,,
6004,NGC0386,01:07:31.29,+32:21:43.2,0.46,0.37,0.0,,,,
6005,NGC0387,01:07:33.06,+32:23:28.0,0.42,0.36,69.0,,,,
6006,NGC0388,01:07:47.15,+32:18:35.9,0.58,0.38,168.0,,,,
6007,NGC0389,01:08:29.93,+39:41:43.6,1.26,0.46,54.0,,,,
6008,NGC0390,01:07:53.75,+32:25:59.2,,,,,,,
6009,NGC0391,01:07:22.58,+00:55:33.4,0.98,0.74,38.0,,,,
6010,NGC0392,01:08:23.46,+33:08:01.0,1.36,0.93,52.0,,,,
6011,NGC0393,01:08:36.95,+39:38:39.5,1.64,1.34,22.0,,,,
6012,NGC0394,01:08:26.05,+33:08:52.7,0.64,0.34,130.0,,,,
6013,NGC0395,01:05:08.32,-71:59:26.6,1.5,1.1,,,,,
6014,NGC0396,01:08:08.40,+04:31:51.1,0.62,0.3,70.0,,,,
6015,NGC0397,01:08:31.10,+33:06:33.1,0.65,0.5,71.0,,,,
6016,NGC0398,01:08:53.67,+32:30:52.3,0.83,0.49,136.0,,,,
6017,NGC0399,01:08:59.20,+32:38:03.5,1.12,0.76,41.0,,,,
6018,NGC0400,01:09:02.49,+32:43:56.7,,,,,,,
6019,NGC0401,01:09:07.72,+32:45:33.6,,,,,,,
6020,NGC0402,01:09:13.36,+32:48:22.5,,,,,,,
6021,NGC0403,01:09:14.16,+32:45:07.7,2.4,0.79,86.0,,,,
6022,NGC0404,01:09:27.02,+35:43:05.3,3.4,3.37,90.0,,,,
6023,NGC0405,01:08:34.11,-46:40:06.6,,,,,,,
6024,NGC0406,01:07:25.05,-69:52:45.0,2.44,1.1,162.0,,,,
6025,NGC0407,01:10:36.56,+33:07:35.4,2.0,0.29,0.0,,,,
6026,NGC0408,01:10:51.09,+33:09:04.6,,,,,,,
6027,NGC0409,01:09:33.22,-35:48:20.2,1.36,1.15,164.0,,,,
6028,NGC0410,01:10:58.90,+33:09:06.8,2.37,1.6,34.0,,,,
6029,NGC0411,01:07:55.67,-71:46:06.1,2.1,1.9,,,,,
6030,NGC0412,01:10:20.48,-20:00:56.9,,,,,,,
6031,NGC0413,01:12:31.40,-02:47:36.3,1.05,0.67,148.0,,,,
6032,NGC0414,01:11:17.80,+33:06:46.0,0.75,,,,,,
6033,NGC0414 NED01,01:11:17.48,+33:06:50.0,0.74,0.34,23.0,,,,
6034,NGC0414 NED02,01:11:17.95,+33:06:44.1,0.45,0.38,90.0,,,,
6035,NGC0415,01:10:05.69,-35:29:26.8,1.57,0.74,49.0,,,,
6036,NGC0416,01:07:58.50,-72:21:18.2,1.7,1.7,,,,,
6037,NGC0417,01:11:05.56,-18:08:54.0,1.08,0.81,24.0,,,,
6038,NGC0418,01:10:35.62,-30:13:16.6,1.98,1.3,23.0,,,,
6039,NGC0419,01:08:17.17,-72:53:00.6,2.8,2.8,,,,,
6040,NGC0420,01:12:09.65,+32:07:23.4,1.38,1.05,173.0,,,,
6041,NGC0421,01:12:14.46,+32:07:24.6,,,,,,,
6042,NGC0422,01:09:25.39,-71:46:02.0,1.0,1.0,,,,,
6043,NGC0423,01:11:22.21,-29:14:04.3,0.9,0.6,114.0,,,,
6044,NGC0424,01:11:27.63,-38:05:00.5,1.66,0.68,61.0,,,,
6045,NGC0425,01:13:02.56,+38:46:06.1,0.89,0.84,65.0,,,,
6046,NGC0426,01:12:48.61,-00:17:24.7,1.2,0.89,146.0,,,,
6047,NGC0427,01:12:19.24,-32:03:40.2,1.1,0.66,16.0,,,,
6048,NGC0428,01:12:55.71,+00:58:53.6,2.82,2.08,114.0,,,,
6049,NGC0429,01:12:57.42,-00:20:42.0,1.51,0.31,19.0,,,,
6050,NGC0430,01:12:59.93,-00:15:09.0,1.18,0.81,163.0,,,,
6051,NGC0431,01:14:04.54,+33:42:15.1,1.16,0.67,28.0,,,,
6052,NGC0432,01:11:46.26,-61:31:39.5,1.32,1.07,126.0,,,,
6053,NGC0433,01:15:09.26,+60:07:32.8,3.6,,,,,,
6054,NGC0434,01:12:14.13,-58:14:52.7,2.24,1.24,9.0,,,,
6055,NGC0434A,01:12:29.62,-58:12:34.2,1.19,0.24,57.0,,,,
6056,NGC0435,01:13:59.85,+02:04:17.2,1.1,0.43,17.0,,,,
6057,NGC0436,01:15:57.78,+58:49:01.6,5.7,,,,,,
6058,NGC0437,01:14:22.29,+05:55:36.8,1.73,1.37,138.0,,,,
6059,NGC0438,01:13:34.16,-37:54:05.9,1.35,0.77,140.0,,,,
6060,NGC0439,01:13:47.26,-31:44:49.7,3.38,2.14,156.0,,,,
6061,NGC0440,01:12:48.50,-58:16:56.2,1.06,0.64,37.0,,,,
6062,NGC0441,01:13:51.26,-31:47:18.0,1.51,1.36,100.0,,,,
6063,NGC0442,01:14:38.65,-01:01:14.3,1.16,0.69,158.0,,,,
6064,NGC0443,01:15:07.59,+33:22:38.4,0.82,0.72,17.0,,,1653,
6065,NGC0444,01:15:49.60,+31:04:48.9,1.57,0.34,160.0,,,1658,
6066,NGC0445,01:14:52.48,+01:55:02.8,0.79,0.53,140.0,,,,
6067,NGC0446,01:16:03.61,+04:17:38.8,2.06,1.6,110.0,,,0089,
6068,NGC0447,01:15:37.63,+33:04:03.8,2.21,2.15,15.0,,,1656,
6069,NGC0448,01:15:16.52,-01:37:34.3,1.6,0.76,115.0,,,,
6070,NGC0449,01:16:07.25,+33:05:22.4,0.68,0.39,78.0,,,,
6071,NGC0450,01:15:30.44,-00:51:39.5,2.94,1.95,72.0,,,,
6072,NGC0451,01:16:12.40,+33:03:50.8,0.69,0.53,19.0,,,1661,
6073,NGC0452,01:16:14.83,+31:02:01.8,1.99,0.5,39.0,,,,
6074,NGC0453,01:16:17.42,+33:00:51.0,,,,,,,
6075,NGC0454,01:14:22.53,-55:23:55.3,2.0,,,,,,
6076,NGC0454 NED01,01:14:21.81,-55:24:05.1,1.64,1.64,0.0,,0454W,,
6077,NGC0454 NED02,01:14:24.93,-55:23:49.5,1.93,0.81,81.0,,0454E,,
6078,NGC0455,01:15:57.64,+05:10:43.3,2.58,1.49,158.0,,,,
6079,NGC0456,01:13:44.38,-73:17:25.9,3.8,2.9,110.0,,,,
6080,NGC0457,01:19:32.65,+58:17:26.5,7.8,,,,,,Owl Cluster
6081,NGC0458,01:14:53.47,-71:33:09.7,2.6,2.3,140.0,,,,
6082,NGC0459,01:18:08.19,+17:33:44.6,0.58,0.55,20.0,,,,
6083,NGC0460,01:14:38.60,-73:16:27.1,2.6,1.5,20.0,,,,
6084,NGC0461,01:17:20.64,-33:50:27.2,1.21,1.01,38.0,,,,
6085,NGC0462,01:18:10.99,+04:13:33.6,0.48,0.45,115.0,,,,
6086,NGC0463,01:18:58.25,+16:19:32.7,1.04,0.39,5.0,,,,
6087,NGC0464,01:19:26.68,+34:57:19.5,,,,,,,
6088,NGC0465,01:15:41.35,-73:20:04.6,5.0,4.0,,,,,
6089,NGC0466,01:17:13.26,-58:54:35.8,1.61,1.34,108.0,,,,
6090,NGC0467,01:19:10.13,+03:18:03.0,1.66,1.49,125.0,,,,
6091,NGC0468,01:19:48.50,+32:46:04.0,0.85,0.48,175.0,,,0092,
6092,NGC0469,01:19:32.95,+14:52:19.0,0.81,0.6,173.0,,,,
6093,NGC0470,01:19:44.85,+03:24:35.8,2.86,1.62,156.0,,,,
6094,NGC0471,01:19:59.59,+14:47:10.4,1.06,0.79,79.0,,,,
6095,NGC0472,01:20:28.69,+32:42:32.5,0.9,0.68,125.0,,,,
6096,NGC0473,01:19:55.07,+16:32:40.9,1.77,1.02,153.0,,,,
6097,NGC0474,01:20:06.69,+03:24:55.4,2.65,2.44,45.0,,,,
6098,NGC0475,01:20:02.00,+14:51:39.8,0.81,0.55,121.0,,,0097,
6099,NGC0476,01:20:19.90,+16:01:12.5,0.84,0.55,95.0,,,,
6100,NGC0477,01:21:20.37,+40:29:17.5,1.55,0.55,135.0,,,,
6101,NGC0478,01:20:09.29,-22:22:38.6,0.84,0.69,118.0,,,,
6102,NGC0479,01:21:15.73,+03:51:44.2,0.91,0.73,128.0,,,,
6103,NGC0480,01:20:34.39,-09:52:48.8,0.58,0.29,65.0,,,,
6104,NGC0481,01:21:12.51,-09:12:40.4,1.46,1.08,72.0,,,,
6105,NGC0482,01:20:20.42,-40:57:58.0,2.06,0.53,84.0,,,,
6106,NGC0483,01:21:56.30,+33:31:15.5,0.87,0.79,115.0,,,,
6107,NGC0484,01:19:34.73,-58:31:27.5,1.8,1.26,90.0,,,,
6108,NGC0485,01:21:27.60,+07:01:05.1,1.64,0.61,2.0,,,,
6109,NGC0486,01:21:43.04,+05:20:46.7,0.36,0.28,70.0,,,,
6110,NGC0487,01:21:55.09,-16:22:13.3,1.09,0.7,113.0,,,,
6111,NGC0488,01:21:46.85,+05:15:24.2,5.05,3.66,13.0,,,,
6112,NGC0489,01:21:53.90,+09:12:23.6,1.55,0.35,120.0,,,,
6113,NGC0490,01:22:02.87,+05:22:01.9,0.66,0.55,1.0,,,,
6114,NGC0491,01:21:20.43,-34:03:47.8,1.35,0.99,95.0,,,,
6115,NGC0491A,01:20:04.67,-33:53:58.2,1.88,0.85,97.0,,,,
6116,NGC0492,01:22:13.56,+05:25:01.4,0.67,0.56,97.0,,,,
6117,NGC0493,01:22:08.99,+00:56:43.3,3.01,0.95,60.0,,,,
6118,NGC0494,01:22:55.40,+33:10:26.0,1.86,0.59,100.0,,,,
6119,NGC0495,01:22:56.00,+33:28:18.0,1.09,0.77,169.0,,,,
6120,NGC0496,01:23:11.60,+33:31:45.0,0.89,0.33,36.0,,,,
6121,NGC0497,01:22:23.78,-00:52:30.7,2.06,0.86,134.0,,,,
6122,NGC0498,01:23:11.28,+33:29:21.7,0.51,0.41,125.0,,,,
6123,NGC0499,01:23:11.50,+33:27:38.0,1.68,1.05,77.0,,,1686,
6124,NGC0500,01:22:39.37,+05:23:14.2,0.91,0.65,95.0,,,,
6125,NGC0501,01:23:22.41,+33:25:58.7,0.52,0.49,80.0,,,,
6126,NGC0502,01:22:55.54,+09:02:57.1,1.64,1.52,55.0,,,,
6127,NGC0503,01:23:28.43,+33:19:54.2,0.63,0.49,39.0,,,,
6128,NGC0504,01:23:27.90,+33:12:16.0,1.55,0.39,45.0,,,,
